index,title,twi,english
158,Woana Kraa Na Otse Se Wo (Pempem Ahofefo) ,"﻿VERSE 1, (Beauty beyond thousand beauties, King, we exalt You), (Glory of all glories, we lift up Your name), (Almighty King, we will praise You), (Father, we will lift you up) , (We will glorify You), (Who is like unto Thee), (There is none), (King, we will praise You and exalt You), Mehwehwε yε na mehunu No, Na Ogyina sikakanea dua so, Mema meni so nkohwε a, Onyame Eguamba a, Wokum No no, Judah mo busuafo mo gyata, David hini nyinaa no, nea W’edi nkunim No, Ɔhyε ataade yuu, na ne nan te sε yawa, Na ne nim te sε ogyasereman, Ne tsir nhwi te sε oguan ho nhwi fitaa, Onyame bεn ni, na ne ho yε hu yε wanwa sei a, Ɔhene yebeyi W’ayε O, yεbεma Wo so daa, Woan’ koraa n’otse sε Wo, Obiara nni hɔ O, BRIDGE, (I have seen the Lord sitting on His Holy throne), (And the host of angels surround Him), (And they sing of Him), (Holy, Holy, Holy), (Holy is the Lord of Hosts)","Mpempem mu ahoɔfεfo ei, Ɔhene yε ma Wo so daa, Nimunyam mu enimunyamfo, yepegya Wo din daa, Tumi mu tumidifo, Ɔhene yebeyi W’ayε O, Daddy, ei, yεbεma Wo so o,, Yεbεhyε Wo εnuonyam daa, Woan’ koraa n’otse sε Wo, Obiara nni hɔ O, Ohene yebeyi W’aye O, yebema Wo so daa, VERSE 2, (I searched and when I beheld Him), (He stood among the golden lampstands), (When I looked up, it was the Son of Man, Lamb of God), (Slain, the Lion of the tribe of Judah), (The Root of David, the One who has triumphed), (He wore a robe; His feet were like bronze glowing in a furnace), (His face was like the sun shining in all its brilliance), (His head and hair were white like wool), (Who is this God, so fearful and yet so wonderful?), (King, we will praise You and  we will exalt You), (Who is like unto Thee), (There is none), Mehu Ewurade sε Ɔtse egua ekron so, Na abofo dɔm etwa Ne ho ehyia, Na wɔto Ne ho ndwom sε , Krɔnkrɔn, Krɔnkrɔn, Krɔnkrɔn, Krɔnkrɔn ne Asafo Ewurade, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related"
159,Wonfa Ndaase Ma Yen Wura O ,"﻿Wɔnfa ndaase ma yεn Wura o, Wɔnfa ntontom ma Dɔm Hene o, Ɔyε yεn kyirtaafo, Ɔyε yεn Wura O, Ɔyε Ɔsabarima ee , Ɔsabarima, Sε yennyi W’ayε a, ɔnnyε o, Sε yennyi N’ayε a, ɔnnyε o, Ewurade, yεn Wura o, Yεn Agyenkwa, yεn Wura, Ɔyε Ɔsabarima ee, Ɔsabarima, Sε yennyi W’ayε a, ɔnnyε o, Sε yennyi N’ayε a, ɔnnyε o, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(Give thanks to our Lord), (Give praise to our Almighty  King), (He is our Support, He is our Lord) , (He is the Almighty God), (Almighty God), (It is wrong not to praise You), (It is wrong not to praise Him), (God our Lord), (Our Savior, Our Lord), (He is the Almighty), (Almighty), (It is wrong not to praise You), (It is wrong not to praise Him)"
160,Wonko To Na Wo Se Ayeyi ,"﻿Wonko to na Wo sε ayeyi, Wonko to na Wo sε ndaase, Sε biribi wɔ aseda ekyir a , Anka Wo na mede bεma Wo, Wonko to na Wo sε ayeyi, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(You alone are worthy of praise), (You alone deserves thanks), (If there’s anything above praise), (It is to You I will offer it), (You alone are worthy of praise)"
161,"Woye Onokoarefo, Agya Onyame ","﻿Woyε Ɔnokwarefo, Agya Onyame, Yeyi W’ayε, Yeyi W’ayε, Yεma Wo so daa, Woyε Ɔnokwarefo, Agya Onyame, Yeyi W’ayε, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(You are the faithful one, our God and Father), (We praise You), (We praise You, We exalt You), (You are the faithful one, our God and Father), (We praise You)"
162,Ye Da W'ase ,"﻿Yεda w’ase Nyame , Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related",(We thank You Lord)
163,Yebeto Ebenezer ,"﻿Yεbεto Ebenezer, Nyame N’adom ara akwa, Kae ade a Onyame ayε ama wo, Na fa ndaase ma No, Ebenezer, Nyame N’adom ara akwa, Kae ade a Onyame ayε ama wo, Na fa ndaase ma No, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(We shall sing Ebenezer), (Only by the grace of God), (Remember what the Lord has done for you), (And give thanks to Him), (Ebenezer, just by the grace of God), (Remember what the Lord has done for you), (And give thanks to Him)"
164,Yebeyi Wo Din N'aye (Oguamba Wokum No) ,"﻿Yebeyi Wo din N’aye, W’edi nkunim ama yεn, Oguamba wokum No, Ɔfata sε ɔgye ayeyi, Nyame Eguamba, yebeyi Wo din N’ayε, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(We will praise Your name), (You have overcome for us), (The Lamb who was slain), (You are worthy of receiving all praise), (Lamb of God, we will praise Your name)"
165,"Yeda W'ase A, Efata ","﻿Yeda W’ase a, efata, Yeyi W’ayε a, εfata, Efiri sε, W’eyi yεn firi owu mu, Na W’ama yεn nkwa a enni ewie, Ntsi yε da W’ase a, εfata, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(You deserve our praise), (You deserve our worship), (Because He has delivered us from death), (And gave us eternal life), (And for this, You deserve all our praise)"
166,Yeda W'ase Nyame ,"﻿Yεda W’ase Nyame, Yεda W’ase , Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(We thank You Lord), (We thank You)"
167,Yeda W'ase O Nyame Eguamba ,"﻿Yεda W’ase O Nyame Eguamba, Yeyi W’ayε Nyame Eguamba, Yε kamfo Wo Nyame Eguamba, Nyame Eguamba, Yεda W’ase, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(We thank You O Lamb of God), (We praise You O Lamb of God), (We glorify You Lamb of God), (Lamb of God), (We thank You)"
168,"Yeda W'ase O, Yeyi W'aye Ohene Kese ","﻿Yεda W’ase O, Yeyi W’ayε Ɔhene kεse , Halleluyah, (Our Lord Jesus), (King of Kings), (Our Lord Jesus), (He is the Lord of Lords), (We thank You), (We praise You our Mighty King), Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(We thank You), (We praise You our Mighty King), Ewurade Yesu, Ahenfo mu Ɔhene, Ewurade Yesu, Ɔyε Ewura mu Owura, Yεda W’ase O, Yeyi W’ayε Ɔhene kεse , Halleluyah"
169,"Yeda W'ase, Yeyi W'aye (Onyame Obatampa) ","﻿Yεda W’ase, Yeyi W’ayε, Onyame Ɔbatan pa, Yεda W’ase, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(We thank You, We praise You), (God our good mother), (We thank You)"
170,Yehowa Ye Kronkron ,"﻿Ɔɔε, (Jehovah is Holy), (Yes, He is Holy) , (The hope of the righteous), (He is holy), Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","Yehowa yε krɔnkrɔn, Yew Ɔno ne krɔnkrɔn, Ahotsewfo wɔn enyidaso, Ɔno na Ɔyε krɔnkrɔn , "
171,"Yekoto Wo, Na Yesore Wo ","﻿Yεkoto Wo, na yεsɔre Wo, Nyame Eguamba, wofata ayeyi, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(We bow to You and we exalt You), (Lamb of God, You are worthy of praise)"
172,Yen Nyankopon Ene Wo (Fa W'abasa To Yen So) ,"﻿Yεn Nyankopɔn εne Wo; Y’awerεkyekyefo Nyame, Fa W’abasa to yεn so; hyira yεn daadaa nyinaa, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(You are our God; Our Lord the Comforter), (Place Your mighty hand over us; bless us always) "
173,Yesu Ba Mu A Ebeye Yie (Ade A Onipa Entumi Aye) ,"﻿Yesu ba mu a, εbε yε yie, Ade a onipa enntumi ayε, Ade a abɔfo enntumi ayε, Yesu ba mu a, εbε yε yie, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(With the Lord, it shall be well), (What was impossible with men), (What was impossible with angels), (With the Lord, it shall be well)"
174,"Yesu Ei, Yema Wo So Daa (Ye Wo Ohen Kese Bi A) ","﻿Yεwɔ Ɔhen kεse bi a oridi ma yεn, Ɔrennto nko, ɔrennda, oridi ma yεn, Na sε Ɔma Ne nsa so a, ade nyinaa yε din, Yesu ei, yε ma Wo so daa, CHORUS, (Jesus, we forever exalt You), (Jesus, we forever exalt You), (You are the One who speaks and it comes to pass), (When You declare it, it is established), (Jesus, we forever exalt You)","(We have a great King who intercedes for us), (He never sleeps, He never slumbers; interceeding for us), (When He lifts up His hand, everything else becomes still), (Jesus, we forever exalt You), Yesu ei, yε ma Wo so daa, Yesu ei, yε ma Wo so daa, Wo na Wo ka εba mu O, Wo hyε nso a, egyina O, Yesu ei, yε ma Wo so daa, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related"
175,"Yesu Mbo, Ne A W'aye Doo So ","﻿Yesu mo, ne a W’ayε dɔɔ so, Tsetse tserenee Nyame ne Wo, Ne a W’ayε dɔɔ so, Tsetse tserenee Nyame ne Wo, Ne a W’ayε dɔɔ so, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(Thank You Jesus, You have done so much), (You are the Righteous Ancient of Days), (You have done so much), (You are the Righteous Ancient of Days), (You have done so much)"
176,"Yesu Mogya No, Ama Maye Odehye Ende ","﻿Yesu mogya no, ama m’ayε ɔdehye εndε, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related",(The blood of Jesus has made me royalty today)
177,Yesu Ndwuma So Ampa ,"﻿Yesu ndwuma so ampa, Wo ndwuma so, Wo ndwuma so, ampa Wo ndwuma so, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(Indeed, Jesus’ works are great), (Your works are great), (Your works are great, indeed Your works are great)"
178,Yesu Ne Mogya No (Mo Mo Mo) ,"﻿Yesu Ne mogya no, ama menya nkwa, Ne Ho mpira mu na, menya m’ayaresa, Ne mogya soronko na, apepa me bɔne, Yesu Kristo, Nti me ma Wo amo, Mo Mo Mo, Yesu Kristo mo, me de me ma Wo amo, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(The blood of Jesus has given me life), (By His stripes, I am healed), (His blood has wiped away all my sins), (Jesus Christ) , (For this, I say well done), (Well done), (Jesus Christ, well done; I say well done) "
179,Yesu W'aye Me Odehye ,"﻿Yesu, W’ayε me ɔdehye, Nti mεsom No daa, Ɔno, na Owui, de gye me nkwa, Oguamba wokum No, Owui, ma me, W’atɔ me aboɔden, Ɔno, na Owui, regye me nkwa, Oguamba wokum No, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(Jesus has made me royalty), (For this I will forever praise Him), (He died to save my life), (Lamb of God that was slain), (He died for me), (He has purchased me at a price), (He died to save my life), (Lamb of God that was slain)"
180,Yesu Wo So ,"﻿Yesu ee, Wo so, Na Wo krɔn, Tumi yε Wo de, Nyansa yε Wo de, Ahoɔden yε Wo de, Enimunyam yε Wo de, Asomdwee yε Wo de, Yahweh, (You are great), (And You are mighty)","(Jesus), (You are great), (And You are mighty), (All power belongs to You), (All wisdom belongs to You), (All strength belongs to You), (All glory belongs to You), (All peace belongs to You), Wo so, Na Wo krɔn, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related"
181,Yesu Yε Ͻhene (Yεde Tumi Nyinara) ,"﻿Yε de tumi nyinara ɔwɔ soro ne asaase, Ahyε Yesu nsa sε yε bɔ Ne din a, Yε bɔ Ne din a, Kotodwe nyina bε koto No, Tεkyerεma nyina di adansε sε, Yesu yε Ɔhen, Ɔhene ampa, Ɔkasa ma mframa nyinara yε din, Ɔkasa ma asɔkyere nyinara yε din, Ewurade N’asεm, N’asεm yε nokware ma me, Etsim hɔ daa, Kosi ewie, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(All power in heaven and on earth), (Have been given to Jesus Christ), (That at the mention of His Name), (Every knee will bow), (Every tongue will confess) , (Jesus is King, the King of Kings), (He speaks and the wind becomes still), (He speaks and stills the storm), (The Word of God), (His Word is true), (It stands forever), (Till the end)"
182,"Yesu, Menni Obiara Ka Wo Ho, Meni Da Wo So ","﻿Yesu ei, minni obiara ka Wo ho, Meni, meni da Wo so , Meni da Wo so, Yesu ei, minni obiara ka Wo ho, Meni, meni da Wo so , Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(Jesus, I have no one but You), (My eyes, My eyes are on You), (My eyes are on You), (Jesus, I have no one but You), (My eyes, My eyes are on You)"
183,Yeyi Wo Din Aye ,"﻿Ɔɔε, (We praise Your Holy name), (O Living God, O Wonderful God), (We praise Your Holy name)","Yeyi Wo din ayε , Ɔteasefo, Ɔwanwa ni, Yeyi Wo din ayε , Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related"
184,Yi Na Ye (Efiri Se Oye) ,"﻿Efiri sε, Oye na N’adɔyε wɔ hɔ daa, Yi N’ayε, Yi N’ayε , Yi Ewurade ayε, Share this:Click to share on Twitter (Opens in new window)Click to share on Facebook (Opens in new window)Related","(Because He is good and His mercies shall endure), (Praise the Lord), (Praise ye the Lord)"
